2,2,1
2,4,35
2,3,38
2,43,35
2,25,16
2,11,28
2,12,27
2,13,32
2,14,33
2,15,34
2,6,15
2,8,27
2,9,41
2,10,44
2,22,25
2,23,41
2,17,32
2,19,28
2,20,30
2,21,66
2,32,14
2,33,62
2,29,36
2,34,32
2,35,32
2,36,32
2,37,32
2,39,41
2,40,41
2,41,41
2,42,18
2,27,31
2,30,9
2,31,33
2,48,1
2,49,12
2,50,38
2,51,27
2,52,59
2,54,40
2,55,32
2,57,40
2,58,24
2,59,22
2,60,27
2,45,19
2,46,32
2,53,67
2,16,19
2,18,24
2,24,39
2,26,18
2,7,29
2,38,18
2,44,32
2,5,28
2,1,15
2,56,20
2,28,43
4,2,35
4,4,1
4,3,40
4,43,1
4,25,29
4,11,54
4,12,37
4,13,28
4,14,44
4,15,32
4,6,32
4,8,45
4,9,44
4,22,43
4,23,41
4,17,36
4,19,33
4,20,34
4,21,73
4,32,31
4,33,12
4,29,31
4,34,37
4,35,37
4,36,37
4,37,8
4,39,35
4,40,35
4,41,35
4,42,38
4,27,31
4,30,25
4,31,34
4,48,34
4,49,31
4,50,31
4,51,42
4,52,75
4,54,67
4,55,34
4,57,27
4,58,37
4,59,32
4,60,44
4,45,23
4,46,33
4,47,37
4,53,61
4,16,26
4,18,31
4,24,49
4,26,28
4,7,41
4,38,38
4,5,34
4,1,32
4,56,40
4,28,41
3,2,38
3,4,40
3,3,1
3,43,38
3,25,34
3,11,44
3,12,24
3,13,19
3,14,33
3,6,21
3,8,31
3,9,23
3,10,27
3,22,35
3,23,32
3,17,7
3,19,42
3,20,17
3,21,68
3,33,90
3,29,19
3,34,32
3,35,32
3,36,32
3,37,44
3,39,16
3,40,16
3,41,16
3,42,38
3,27,11
3,30,39
3,31,7
3,48,37
3,49,33
3,50,32
3,51,24
3,52,62
3,54,50
3,55,25
3,57,32
3,58,13
3,59,26
3,60,20
3,45,30
3,46,11
3,47,9
3,53,70
3,16,35
3,18,38
3,24,34
3,26,22
3,7,23
3,38,38
3,44,19
3,5,43
3,1,40
3,56,27
3,28,21
43,2,35
43,4,1
43,3,38
43,43,1
43,25,29
43,11,54
43,12,37
43,13,28
43,14,44
43,15,32
43,6,32
43,8,45
43,9,44
43,22,43
43,23,44
43,17,36
43,19,33
43,20,34
43,21,68
43,32,30
43,33,12
43,29,30
43,34,51
43,35,51
43,36,51
43,37,8
43,39,34
43,40,34
43,41,34
43,42,38
43,27,29
43,30,25
43,31,34
43,48,34
43,49,31
43,50,31
43,51,42
43,52,75
43,54,67
43,55,37
43,57,31
43,58,37
43,59,32
43,60,43
43,45,23
43,46,25
43,53,61
43,16,26
43,18,31
43,24,46
43,26,34
43,7,41
43,38,38
43,5,34
43,1,31
43,56,40
43,28,41
25,2,16
25,4,29
25,3,34
25,43,29
25,25,1
25,11,34
25,12,22
25,13,22
25,14,25
25,15,24
25,6,22
25,8,38
25,9,28
25,22,38
25,23,28
25,17,33
25,19,42
25,20,37
25,21,61
25,32,27
25,33,56
25,29,26
25,34,28
25,35,28
25,36,28
25,37,37
25,39,30
25,40,30
25,41,30
25,42,31
25,27,25
25,30,25
25,31,27
25,49,8
25,50,27
25,51,38
25,52,62
25,54,47
25,55,20
25,58,26
25,59,33
25,60,36
25,45,32
25,46,23
25,53,60
25,16,34
25,18,39
25,24,28
25,26,18
25,7,37
25,38,31
25,44,22
25,5,42
25,1,28
25,56,31
25,28,32
11,2,28
11,4,54
11,3,44
11,43,54
11,25,34
11,11,1
11,12,28
11,13,21
11,14,20
11,6,43
11,8,36
11,9,26
11,10,21
11,22,42
11,23,25
11,17,40
11,19,49
11,20,34
11,32,42
11,33,116
11,29,22
11,34,39
11,35,39
11,36,39
11,37,61
11,39,26
11,40,26
11,41,26
11,42,38
11,27,21
11,30,27
11,31,22
11,48,24
11,49,33
11,50,38
11,51,30
11,52,45
11,54,33
11,55,36
11,57,37
11,58,44
11,59,37
11,60,35
11,45,39
11,46,18
11,53,81
11,16,40
11,18,36
11,24,23
11,26,31
11,7,32
11,38,38
11,44,21
11,5,41
11,1,45
11,56,33
11,28,34
12,2,27
12,4,37
12,3,24
12,43,37
12,25,22
12,11,28
12,12,1
12,13,24
12,14,25
12,15,25
12,6,44
12,8,35
12,9,40
12,10,36
12,22,29
12,23,8
12,19,27
12,20,21
12,21,55
12,32,35
12,33,102
12,29,17
12,34,20
12,35,20
12,36,20
12,37,41
12,40,21
12,41,21
12,42,31
12,27,16
12,30,37
12,31,15
12,48,16
12,49,15
12,50,29
12,51,37
12,52,58
12,54,39
12,55,22
12,57,26
12,58,21
12,59,29
12,60,30
12,45,18
12,46,13
12,53,69
12,16,45
12,24,9
12,26,16
12,7,39
12,38,31
12,1,35
12,56,35
12,28,28
13,2,32
13,4,28
13,3,19
13,43,28
13,25,22
13,11,21
13,12,24
13,13,1
13,14,37
13,15,35
13,6,22
13,8,34
13,9,36
13,22,44
13,23,18
13,17,17
13,19,40
13,21,58
13,32,38
13,33,78
13,29,4
13,34,40
13,35,40
13,36,40
13,37,32
13,39,9
13,40,9
13,41,9
13,42,39
13,27,9
13,30,40
13,31,12
13,48,33
13,49,23
13,50,43
13,51,28
13,52,52
13,54,46
13,55,7
13,57,38
13,58,15
13,59,29
13,60,14
13,45,28
13,46,7
13,47,17
13,53,60
13,16,25
13,18,29
13,24,24
13,26,17
13,7,27
13,38,39
13,5,35
13,1,40
13,56,29
13,28,11
14,2,33
14,4,44
14,3,33
14,43,44
14,25,25
14,11,20
14,12,25
14,13,37
14,14,1
14,6,22
14,8,14
14,9,15
14,22,33
14,23,18
14,17,25
14,19,33
14,20,26
14,21,70
14,32,20
14,29,39
14,34,31
14,35,31
14,36,31
14,37,46
14,39,42
14,40,42
14,41,42
14,42,15
14,27,30
14,30,27
14,31,31
14,48,35
14,49,39
14,50,31
14,51,10
14,52,46
14,54,33
14,55,40
14,57,30
14,58,24
14,59,30
14,60,29
14,45,24
14,46,33
14,47,25
14,53,74
14,16,42
14,18,26
14,24,17
14,26,31
14,7,12
14,38,15
14,5,32
14,1,23
14,56,12
14,28,27
15,2,34
15,4,32
15,43,32
15,25,24
15,12,25
15,13,35
15,14,24
15,15,1
15,6,43
15,8,24
15,32,20
15,29,34
15,40,28
15,41,28
15,42,21
