1,1,1
1,2,54
1,3,18
1,4,5
1,5,4
1,6,4
1,7,10
1,8,4
1,9,4
1,10,10
1,11,47
1,12,11
1,13,10
1,14,21
1,15,26
1,16,40
1,17,20
1,18,33
1,19,8
1,20,5
1,21,24
1,22,31
1,23,6
1,24,10
1,25,6
1,26,9
1,27,1
1,28,9
1,29,8
1,30,71
1,31,71
1,32,16
1,33,13
1,34,26
1,35,34
1,36,25
1,37,7
1,38,25
1,39,8
1,40,25
2,1,48
2,2,1
2,3,58
2,4,44
2,5,45
2,6,45
2,7,50
2,8,44
2,9,44
2,10,50
2,11,7
2,12,44
2,13,40
2,14,63
2,15,66
2,16,81
2,17,1
2,18,63
2,19,47
2,20,45
2,21,46
2,22,34
2,23,45
2,24,50
2,25,43
2,26,49
2,27,48
2,28,48
2,29,41
2,30,62
2,31,62
2,32,49
2,33,49
2,34,71
2,35,64
2,36,63
2,37,42
2,38,65
2,39,44
2,40,68
3,1,17
3,2,63
3,3,1
3,4,15
3,5,17
3,6,17
3,7,9
3,8,14
3,9,14
3,10,9
3,11,59
3,12,17
3,13,19
3,14,5
3,15,10
3,16,26
3,17,3
3,18,42
3,19,10
3,20,13
3,21,21
3,22,39
3,23,12
3,24,8
3,25,17
3,26,3
3,27,18
3,28,9
3,29,22
3,30,87
3,31,87
3,32,13
3,33,11
3,34,25
3,35,44
3,36,8
3,37,23
3,38,9
3,39,15
3,40,19
4,1,4
4,2,50
4,3,16
4,4,1
4,5,3
4,6,3
4,7,8
4,8,1
4,9,1
4,10,7
4,11,45
4,12,7
4,13,5
4,14,19
4,15,24
4,16,39
4,17,18
4,18,37
4,19,5
4,20,1
4,21,20
4,22,26
4,23,3
4,24,7
4,25,2
4,26,7
4,27,6
4,28,5
4,29,9
4,30,73
4,31,73
4,32,12
4,33,8
4,34,28
4,35,38
4,36,23
4,37,9
4,38,22
4,39,3
4,40,25
5,1,4
5,2,50
5,3,17
5,4,3
5,5,1
5,6,1
5,7,10
5,8,3
5,9,2
5,10,10
5,11,43
5,12,8
5,13,7
5,14,21
5,15,26
5,16,40
5,17,19
5,18,35
5,19,6
5,20,3
5,21,22
5,22,27
5,23,5
5,24,9
5,25,2
5,26,9
5,27,5
5,28,7
5,29,6
5,30,70
5,31,70
5,32,14
5,33,11
5,34,28
5,35,36
5,36,24
5,37,6
5,38,24
5,39,6
5,40,25
6,1,4
6,2,50
6,3,17
6,4,3
6,5,1
6,6,1
6,7,10
6,8,3
6,9,2
6,10,10
6,11,43
6,12,8
6,13,7
6,14,21
6,15,26
6,16,40
6,17,19
6,18,35
6,19,6
6,20,3
6,21,22
6,22,27
6,23,5
6,24,9
6,25,2
6,26,9
6,27,5
6,28,7
