2,2,1
2,3,7
2,6,3
2,7,3
2,8,4
2,1,16
2,10,1
2,11,7
2,12,17
2,13,12
2,14,15
2,15,20
2,9,5
2,5,2
2,4,6
2,16,4
2,17,18
3,2,7
3,3,1
3,6,9
3,7,6
3,8,2
3,1,2
3,10,7
3,11,1
3,12,3
3,13,13
3,14,21
3,15,16
3,9,11
3,5,7
3,4,9
3,16,9
3,17,16
6,2,3
6,3,9
6,6,1
6,7,5
6,8,6
6,1,18
6,10,2
6,11,10
6,12,19
6,13,13
6,14,16
6,15,22
6,9,7
6,5,3
6,4,8
6,16,4
6,17,18
7,2,3
7,3,6
7,6,5
7,7,1
7,8,3
7,1,15
7,10,3
7,11,6
7,12,16
7,13,14
7,14,17
7,15,18
7,9,7
7,5,4
7,4,5
7,16,7
7,17,18
8,2,4
8,3,2
8,6,6
8,7,3
8,8,1
8,1,11
8,10,4
8,11,3
8,12,13
8,13,14
8,14,19
8,15,18
8,9,9
8,5,5
8,4,7
8,16,8
8,17,16
1,2,16
1,3,2
1,6,18
1,7,15
1,8,11
1,1,1
1,10,15
1,11,9
1,12,3
1,13,14
1,14,29
1,15,22
1,9,19
1,5,15
1,4,17
1,16,17
1,17,22
10,2,1
10,3,7
10,6,2
10,7,3
10,8,4
10,1,15
10,10,1
10,11,7
10,12,17
10,13,11
10,14,16
10,15,21
10,9,6
10,5,1
10,4,8
10,16,3
10,17,17
11,2,7
11,3,1
11,6,10
11,7,6
11,8,3
11,1,9
11,10,7
11,11,1
11,12,12
11,13,14
11,14,21
11,15,15
11,9,11
11,5,8
11,4,9
11,16,10
11,17,17
12,2,17
12,3,3
12,6,19
12,7,16
12,8,13
12,1,3
12,10,17
12,11,12
12,12,1
12,13,15
12,14,31
12,15,22
12,9,23
12,5,17
12,4,19
12,16,19
12,17,23
13,2,12
13,3,13
13,6,13
13,7,14
13,8,14
13,1,14
13,10,11
13,11,14
13,12,15
13,13,1
13,14,26
13,15,28
13,9,18
13,5,10
13,4,19
13,16,11
13,17,26
14,2,15
14,3,21
14,6,16
14,7,17
14,8,19
14,1,29
14,10,16
14,11,21
14,12,31
14,13,26
14,14,1
14,15,21
14,9,10
14,5,15
14,4,13
14,16,17
14,17,36
15,2,20
15,3,16
15,6,22
15,7,18
15,8,18
15,1,22
15,10,21
15,11,15
15,12,22
15,13,28
15,14,21
15,15,1
15,9,17
15,5,21
15,4,14
15,16,24
15,17,21
9,2,5
9,3,11
9,6,7
9,7,7
9,8,9
9,1,19
9,10,6
9,11,11
9,12,23
9,13,18
9,14,10
9,15,17
9,9,1
9,5,7
9,4,4
9,16,9
9,17,17
5,2,2
5,3,7
5,6,3
5,7,4
5,8,5
5,1,15
5,10,1
5,11,8
5,12,17
5,13,10
5,14,15
5,15,21
5,9,7
5,5,1
5,4,8
5,16,3
5,17,16
4,2,6
4,3,9
4,6,8
4,7,5
4,8,7
4,1,17
4,10,8
4,11,9
4,12,19
4,13,19
4,14,13
4,15,14
4,9,4
4,5,8
4,4,1
4,16,11
4,17,17
16,2,4
16,3,9
16,6,4
16,7,7
16,8,8
16,1,17
16,10,3
16,11,10
16,12,19
16,13,11
16,14,17
16,15,24
16,9,9
16,5,3
16,4,11
16,16,1
16,17,18
17,2,18
17,3,16
17,6,18
17,7,18
17,8,16
17,1,22
17,10,17
17,11,17
17,12,23
17,13,26
17,14,36
17,15,21
17,9,17
17,5,16
17,4,17
17,16,18
17,17,1
