15,15,1
15,16,6
15,18,23
15,19,31
15,20,37
15,21,37
15,22,21
15,23,19
15,24,42
15,26,2
15,27,6
15,29,80
15,4,22
15,11,16
15,12,72
15,14,26
15,6,20
15,8,7
15,25,20
15,28,16
15,30,95
15,32,95
15,33,95
15,1,30
15,37,19
15,2,16
15,36,19
15,35,19
15,3,20
15,7,21
15,54,18
15,47,20
15,38,12
15,53,84
15,43,30
15,51,18
15,48,32
15,46,12
15,52,34
15,49,11
15,61,4
15,40,42
15,63,52
15,59,3
15,10,22
15,64,104
15,66,16
15,55,13
15,58,24
15,60,22
15,5,24
15,13,11
15,31,24
15,17,9
15,9,21
15,44,12
15,57,19
15,62,26
15,45,12
15,65,15
16,15,6
16,16,1
16,18,22
16,19,29
16,20,35
16,21,34
16,22,25
16,23,17
16,24,45
16,26,7
16,27,2
16,29,83
16,4,26
16,11,18
16,12,74
16,14,30
16,6,22
16,8,3
16,25,22
16,28,18
16,30,91
16,32,91
16,33,91
16,1,28
16,37,19
16,2,15
16,36,19
16,35,19
16,3,23
16,7,22
16,54,21
16,47,22
16,38,8
16,53,82
16,43,29
16,51,21
16,48,30
16,46,8
16,52,38
16,49,7
16,61,9
16,40,40
16,63,58
16,59,5
16,10,24
16,64,107
16,66,19
16,55,16
16,58,24
16,60,25
16,5,25
16,13,7
16,31,27
16,17,4
16,9,24
16,44,8
16,57,19
16,62,27
16,45,8
16,65,11
18,15,22
18,16,23
18,18,1
18,19,13
18,20,15
18,21,22
18,22,21
18,23,9
18,24,29
18,26,21
18,27,25
18,29,88
18,4,21
18,11,10
18,12,80
18,14,25
18,6,10
18,8,26
18,25,6
18,28,12
18,30,89
18,32,89
18,33,89
18,1,12
18,37,8
18,2,11
18,36,8
18,35,8
18,3,8
18,7,6
18,54,11
18,47,9
18,38,31
18,53,105
18,43,12
18,51,13
18,48,9
18,46,31
18,52,24
18,49,23
18,61,20
18,40,26
18,63,48
18,59,22
18,10,16
18,64,112
18,66,10
18,55,13
18,58,7
18,60,10
18,5,8
18,13,23
18,31,10
18,17,27
18,9,20
18,44,31
18,57,7
18,62,9
18,45,31
18,65,27
19,15,31
19,16,30
19,18,13
19,19,1
19,20,9
19,21,13
19,22,34
19,23,14
19,24,37
19,26,32
19,27,32
19,29,101
19,4,34
19,11,24
19,12,93
19,14,39
19,6,23
19,8,33
19,25,19
19,28,25
19,30,88
19,32,88
19,33,88
19,1,1
19,37,15
19,2,18
19,36,15
19,35,15
19,3,21
19,7,19
19,54,24
19,47,22
19,38,38
19,53,112
19,43,1
19,51,26
19,48,9
19,46,38
19,52,32
19,49,29
19,61,31
19,40,15
19,63,58
19,59,29
19,10,29
19,64,128
19,66,23
19,55,25
19,58,20
19,60,23
19,5,21
